,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
35,5.534502593688025e-12,-1.0,-1.0,95.0,0.0,0.0,162348505497600.0,0.0,0.0,162348505497600.0,0.0,0.0,1.688902802434214e+21,0.0,0.0,0.0,0.0,0.0
36,5.516540497361115e-12,-1.0,-1.0,93.0,0.0,0.0,162348505497600.0,0.0,0.0,162348505497600.0,0.0,0.0,1.688902802434214e+21,0.0,0.0,0.0,0.0,0.0
37,5.524674903838962e-12,-1.0,-1.0,92.0,0.0,0.0,162348505497600.0,0.0,0.0,162348505497600.0,0.0,0.0,1.688902802434214e+21,0.0,0.0,0.0,0.0,0.0
38,5.52397961104766e-12,-1.0,-1.0,93.0,0.0,0.0,162348505497600.0,0.0,0.0,162348505497600.0,0.0,0.0,1.688902802434214e+21,0.0,0.0,0.0,0.0,0.0
39,1.3045464198218806e-11,-1.0,-1.0,94.0,0.0,0.0,66426001948672.0,0.0,0.0,66426001948672.0,0.0,0.0,4.420174192206922e+20,0.0,0.0,0.0,0.0,0.0
40,1.3055560453512289e-11,-1.0,-1.0,93.0,0.0,0.0,66426001948672.0,0.0,0.0,66426001948672.0,0.0,0.0,4.420174192206922e+20,0.0,0.0,0.0,0.0,0.0
41,1.3060678049738443e-11,-1.0,-1.0,94.0,0.0,0.0,66426001948672.0,0.0,0.0,66426001948672.0,0.0,0.0,4.420174192206922e+20,0.0,0.0,0.0,0.0,0.0
42,1.304378933638212e-11,-1.0,-1.0,94.0,0.0,0.0,66426001948672.0,0.0,0.0,66426001948672.0,0.0,0.0,4.420174192206922e+20,0.0,0.0,0.0,0.0,0.0
43,1.3054207862276398e-11,-1.0,-1.0,93.0,0.0,0.0,66426001948672.0,0.0,0.0,66426001948672.0,0.0,0.0,4.420174192206922e+20,0.0,0.0,0.0,0.0,0.0
44,1.3056648392167264e-11,-1.0,-1.0,94.0,0.0,0.0,66426001948672.0,0.0,0.0,66426001948672.0,0.0,0.0,4.420174192206922e+20,0.0,0.0,0.0,0.0,0.0
45,1.3572310060841022e-13,-1.0,-1.0,101.0,0.0,0.0,7999999895928832.0,0.0,0.0,7999999895928832.0,0.0,0.0,5.84207577523026e+23,0.0,0.0,0.0,0.0,0.0
46,1.3585783312192586e-13,-1.0,-1.0,100.0,0.0,0.0,7999999895928832.0,0.0,0.0,7999999895928832.0,0.0,0.0,5.84207577523026e+23,0.0,0.0,0.0,0.0,0.0
47,1.3594724697234434e-13,-1.0,-1.0,101.0,0.0,0.0,7999999895928832.0,0.0,0.0,7999999895928832.0,0.0,0.0,5.84207577523026e+23,0.0,0.0,0.0,0.0,0.0
48,2.381344256046475e-13,-1.0,-1.0,98.0,0.0,0.0,4387019987877888.0,0.0,0.0,4387019987877888.0,0.0,0.0,2.372392997072487e+23,0.0,0.0,0.0,0.0,0.0
49,2.3833916780192505e-13,-1.0,-1.0,98.0,0.0,0.0,4387019987877888.0,0.0,0.0,4387019987877888.0,0.0,0.0,2.372392997072487e+23,0.0,0.0,0.0,0.0,0.0
50,2.384814557762919e-13,-1.0,-1.0,99.0,0.0,0.0,4387019987877888.0,0.0,0.0,4387019987877888.0,0.0,0.0,2.372392997072487e+23,0.0,0.0,0.0,0.0,0.0
51,2.3750698038050977e-13,-1.0,-1.0,98.0,0.0,0.0,4387019987877888.0,0.0,0.0,4387019987877888.0,0.0,0.0,2.372392997072487e+23,0.0,0.0,0.0,0.0,0.0
52,2.379819811960425e-13,-1.0,-1.0,98.0,0.0,0.0,4387019987877888.0,0.0,0.0,4387019987877888.0,0.0,0.0,2.372392997072487e+23,0.0,0.0,0.0,0.0,0.0
53,2.381074172934417e-13,-1.0,-1.0,99.0,0.0,0.0,4387019987877888.0,0.0,0.0,4387019987877888.0,0.0,0.0,2.372392997072487e+23,0.0,0.0,0.0,0.0,0.0
54,5.633134810590507e-13,-1.0,-1.0,98.0,0.0,0.0,1795909973180416.0,0.0,0.0,1795909973180416.0,0.0,0.0,6.213825557851863e+22,0.0,0.0,0.0,0.0,0.0
55,5.638973370707795e-13,-1.0,-1.0,99.0,0.0,0.0,1795909973180416.0,0.0,0.0,1795909973180416.0,0.0,0.0,6.213825557851863e+22,0.0,0.0,0.0,0.0,0.0
56,5.643433425610661e-13,-1.0,-1.0,99.0,0.0,0.0,1795909973180416.0,0.0,0.0,1795909973180416.0,0.0,0.0,6.213825557851863e+22,0.0,0.0,0.0,0.0,0.0
57,5.634441051870657e-13,-1.0,-1.0,98.0,0.0,0.0,1795909973180416.0,0.0,0.0,1795909973180416.0,0.0,0.0,6.213825557851863e+22,0.0,0.0,0.0,0.0,0.0
58,5.63865813711694e-13,-1.0,-1.0,98.0,0.0,0.0,1795909973180416.0,0.0,0.0,1795909973180416.0,0.0,0.0,6.213825557851863e+22,0.0,0.0,0.0,0.0,0.0
59,5.642941724647671e-13,-1.0,-1.0,99.0,0.0,0.0,1795909973180416.0,0.0,0.0,1795909973180416.0,0.0,0.0,6.213825557851863e+22,0.0,0.0,0.0,0.0,0.0
60,6.998884484422197e-12,-1.0,-1.0,96.0,0.0,0.0,132079496986624.0,0.0,0.0,132079496986624.0,0.0,0.0,1.239325321484904e+21,0.0,0.0,0.0,0.0,0.0
61,7.00567658862012e-12,-1.0,-1.0,95.0,0.0,0.0,132079496986624.0,0.0,0.0,132079496986624.0,0.0,0.0,1.239325321484904e+21,0.0,0.0,0.0,0.0,0.0
62,7.010605985639341e-12,-1.0,-1.0,96.0,0.0,0.0,132079496986624.0,0.0,0.0,132079496986624.0,0.0,0.0,1.239325321484904e+21,0.0,0.0,0.0,0.0,0.0
63,1.22141855051239e-11,-1.0,-1.0,94.0,0.0,0.0,72507000356864.0,0.0,0.0,72507000356864.0,0.0,0.0,5.04083081589315e+20,0.0,0.0,0.0,0.0,0.0
64,1.2225709395179249e-11,-1.0,-1.0,93.0,0.0,0.0,72507000356864.0,0.0,0.0,72507000356864.0,0.0,0.0,5.04083081589315e+20,0.0,0.0,0.0,0.0,0.0
65,1.2223312518232676e-11,-1.0,-1.0,94.0,0.0,0.0,72507000356864.0,0.0,0.0,72507000356864.0,0.0,0.0,5.04083081589315e+20,0.0,0.0,0.0,0.0,0.0
66,1.2188048904472908e-11,-1.0,-1.0,92.0,0.0,0.0,72507000356864.0,0.0,0.0,72507000356864.0,0.0,0.0,5.04083081589315e+20,0.0,0.0,0.0,0.0,0.0
67,1.2199761946391566e-11,-1.0,-1.0,91.0,0.0,0.0,72507000356864.0,0.0,0.0,72507000356864.0,0.0,0.0,5.04083081589315e+20,0.0,0.0,0.0,0.0,0.0
68,1.2200810647729817e-11,-1.0,-1.0,92.0,0.0,0.0,72507000356864.0,0.0,0.0,72507000356864.0,0.0,0.0,5.04083081589315e+20,0.0,0.0,0.0,0.0,0.0
69,2.8799489661856873e-11,-1.0,-1.0,93.0,0.0,0.0,29653649588224.0,0.0,0.0,29653649588224.0,0.0,0.0,1.318406819113604e+20,0.0,0.0,0.0,0.0,0.0
70,2.8825488616243096e-11,-1.0,-1.0,93.0,0.0,0.0,29653649588224.0,0.0,0.0,29653649588224.0,0.0,0.0,1.318406819113604e+20,0.0,0.0,0.0,0.0,0.0
71,2.883995394950394e-11,-1.0,-1.0,93.0,0.0,0.0,29653649588224.0,0.0,0.0,29653649588224.0,0.0,0.0,1.318406819113604e+20,0.0,0.0,0.0,0.0,0.0
72,2.8783243341793848e-11,-1.0,-1.0,93.0,0.0,0.0,29653649588224.0,0.0,0.0,29653649588224.0,0.0,0.0,1.318406819113604e+20,0.0,0.0,0.0,0.0,0.0
73,2.8811424178941733e-11,-1.0,-1.0,92.0,0.0,0.0,29653649588224.0,0.0,0.0,29653649588224.0,0.0,0.0,1.318406819113604e+20,0.0,0.0,0.0,0.0,0.0
74,2.8831938816614776e-11,-1.0,-1.0,93.0,0.0,0.0,29653649588224.0,0.0,0.0,29653649588224.0,0.0,0.0,1.318406819113604e+20,0.0,0.0,0.0,0.0,0.0
75,3.168129473432969e-12,-1.0,-1.0,96.0,0.0,0.0,295756011405312.0,0.0,0.0,295756011405312.0,0.0,0.0,4.152719380644476e+21,0.0,0.0,0.0,0.0,0.0
76,3.170832198056639e-12,-1.0,-1.0,95.0,0.0,0.0,295756011405312.0,0.0,0.0,295756011405312.0,0.0,0.0,4.152719380644476e+21,0.0,0.0,0.0,0.0,0.0
77,3.1716157822948236e-12,-1.0,-1.0,96.0,0.0,0.0,295756011405312.0,0.0,0.0,295756011405312.0,0.0,0.0,4.152719380644476e+21,0.0,0.0,0.0,0.0,0.0
78,5.530624717234152e-12,-1.0,-1.0,94.0,0.0,0.0,162348505497600.0,0.0,0.0,162348505497600.0,0.0,0.0,1.688902802434214e+21,0.0,0.0,0.0,0.0,0.0
79,5.5369756722414835e-12,-1.0,-1.0,93.0,0.0,0.0,162348505497600.0,0.0,0.0,162348505497600.0,0.0,0.0,1.688902802434214e+21,0.0,0.0,0.0,0.0,0.0
80,5.534777664979845e-12,-1.0,-1.0,94.0,0.0,0.0,162348505497600.0,0.0,0.0,162348505497600.0,0.0,0.0,1.688902802434214e+21,0.0,0.0,0.0,0.0,0.0
81,5.517502464556165e-12,-1.0,-1.0,92.0,0.0,0.0,162348505497600.0,0.0,0.0,162348505497600.0,0.0,0.0,1.688902802434214e+21,0.0,0.0,0.0,0.0,0.0
82,5.525695710104966e-12,-1.0,-1.0,91.0,0.0,0.0,162348505497600.0,0.0,0.0,162348505497600.0,0.0,0.0,1.688902802434214e+21,0.0,0.0,0.0,0.0,0.0
83,5.524779429279108e-12,-1.0,-1.0,92.0,0.0,0.0,162348505497600.0,0.0,0.0,162348505497600.0,0.0,0.0,1.688902802434214e+21,0.0,0.0,0.0,0.0,0.0
84,1.304357960949909e-11,-1.0,-1.0,93.0,0.0,0.0,66426001948672.0,0.0,0.0,66426001948672.0,0.0,0.0,4.420174192206922e+20,0.0,0.0,0.0,0.0,0.0
85,1.3056537812505966e-11,-1.0,-1.0,93.0,0.0,0.0,66426001948672.0,0.0,0.0,66426001948672.0,0.0,0.0,4.420174192206922e+20,0.0,0.0,0.0,0.0,0.0
86,1.3061824389610388e-11,-1.0,-1.0,93.0,0.0,0.0,66426001948672.0,0.0,0.0,66426001948672.0,0.0,0.0,4.420174192206922e+20,0.0,0.0,0.0,0.0,0.0
87,1.304065499804675e-11,-1.0,-1.0,93.0,0.0,0.0,66426001948672.0,0.0,0.0,66426001948672.0,0.0,0.0,4.420174192206922e+20,0.0,0.0,0.0,0.0,0.0
88,1.3051475335039933e-11,-1.0,-1.0,92.0,0.0,0.0,66426001948672.0,0.0,0.0,66426001948672.0,0.0,0.0,4.420174192206922e+20,0.0,0.0,0.0,0.0,0.0
89,1.3056038185874835e-11,-1.0,-1.0,93.0,0.0,0.0,66426001948672.0,0.0,0.0,66426001948672.0,0.0,0.0,4.420174192206922e+20,0.0,0.0,0.0,0.0,0.0
90,1.3572299465236594e-13,-1.0,-1.0,101.0,0.0,0.0,7999999895928832.0,0.0,0.0,7999999895928832.0,0.0,0.0,5.84207577523026e+23,0.0,0.0,0.0,0.0,0.0
91,1.3585808034095437e-13,-1.0,-1.0,100.0,0.0,0.0,7999999895928832.0,0.0,0.0,7999999895928832.0,0.0,0.0,5.84207577523026e+23,0.0,0.0,0.0,0.0,0.0
92,1.3594796349991134e-13,-1.0,-1.0,101.0,0.0,0.0,7999999895928832.0,0.0,0.0,7999999895928832.0,0.0,0.0,5.84207577523026e+23,0.0,0.0,0.0,0.0,0.0
93,2.381322324913562e-13,-1.0,-1.0,98.0,0.0,0.0,4387019987877888.0,0.0,0.0,4387019987877888.0,0.0,0.0,2.372392997072487e+23,0.0,0.0,0.0,0.0,0.0
94,2.3834020299156087e-13,-1.0,-1.0,98.0,0.0,0.0,4387019987877888.0,0.0,0.0,4387019987877888.0,0.0,0.0,2.372392997072487e+23,0.0,0.0,0.0,0.0,0.0
95,2.3847932972089573e-13,-1.0,-1.0,99.0,0.0,0.0,4387019987877888.0,0.0,0.0,4387019987877888.0,0.0,0.0,2.372392997072487e+23,0.0,0.0,0.0,0.0,0.0
96,5.633079128627517e-13,-1.0,-1.0,97.0,0.0,0.0,1795909973180416.0,0.0,0.0,1795909973180416.0,0.0,0.0,6.213825557851863e+22,0.0,0.0,0.0,0.0,0.0
97,5.638849010549659e-13,-1.0,-1.0,97.0,0.0,0.0,1795909973180416.0,0.0,0.0,1795909973180416.0,0.0,0.0,6.213825557851863e+22,0.0,0.0,0.0,0.0,0.0
98,5.643383302250419e-13,-1.0,-1.0,98.0,0.0,0.0,1795909973180416.0,0.0,0.0,1795909973180416.0,0.0,0.0,6.213825557851863e+22,0.0,0.0,0.0,0.0,0.0
99,5.634391350245674e-13,-1.0,-1.0,97.0,0.0,0.0,1795909973180416.0,0.0,0.0,1795909973180416.0,0.0,0.0,6.213825557851863e+22,0.0,0.0,0.0,0.0,0.0
100,5.638849010549659e-13,-1.0,-1.0,97.0,0.0,0.0,1795909973180416.0,0.0,0.0,1795909973180416.0,0.0,0.0,6.213825557851863e+22,0.0,0.0,0.0,0.0,0.0
101,5.643383302250419e-13,-1.0,-1.0,98.0,0.0,0.0,1795909973180416.0,0.0,0.0,1795909973180416.0,0.0,0.0,6.213825557851863e+22,0.0,0.0,0.0,0.0,0.0
102,5.634391350245674e-13,-1.0,-1.0,97.0,0.0,0.0,1795909973180416.0,0.0,0.0,1795909973180416.0,0.0,0.0,6.213825557851863e+22,0.0,0.0,0.0,0.0,0.0
103,5.638576352959589e-13,-1.0,-1.0,97.0,0.0,0.0,1795909973180416.0,0.0,0.0,1795909973180416.0,0.0,0.0,6.213825557851863e+22,0.0,0.0,0.0,0.0,0.0
104,5.64290371257652e-13,-1.0,-1.0,98.0,0.0,0.0,1795909973180416.0,0.0,0.0,1795909973180416.0,0.0,0.0,6.213825557851863e+22,0.0,0.0,0.0,0.0,0.0
105,6.9990426995519056e-12,-1.0,-1.0,97.0,0.0,0.0,132079496986624.0,0.0,0.0,132079496986624.0,0.0,0.0,1.239325321484904e+21,0.0,0.0,0.0,0.0,0.0
106,7.005672168753312e-12,-1.0,-1.0,96.0,0.0,0.0,132079496986624.0,0.0,0.0,132079496986624.0,0.0,0.0,1.239325321484904e+21,0.0,0.0,0.0,0.0,0.0
107,7.0108254166618935e-12,-1.0,-1.0,97.0,0.0,0.0,132079496986624.0,0.0,0.0,132079496986624.0,0.0,0.0,1.239325321484904e+21,0.0,0.0,0.0,0.0,0.0
108,1.22141081934632e-11,-1.0,-1.0,95.0,0.0,0.0,72507000356864.0,0.0,0.0,72507000356864.0,0.0,0.0,5.04083081589315e+20,0.0,0.0,0.0,0.0,0.0
109,1.2225578201722068e-11,-1.0,-1.0,94.0,0.0,0.0,72507000356864.0,0.0,0.0,72507000356864.0,0.0,0.0,5.04083081589315e+20,0.0,0.0,0.0,0.0,0.0
110,1.2223128638430814e-11,-1.0,-1.0,95.0,0.0,0.0,72507000356864.0,0.0,0.0,72507000356864.0,0.0,0.0,5.04083081589315e+20,0.0,0.0,0.0,0.0,0.0
111,1.2187954815969886e-11,-1.0,-1.0,93.0,0.0,0.0,72507000356864.0,0.0,0.0,72507000356864.0,0.0,0.0,5.04083081589315e+20,0.0,0.0,0.0,0.0,0.0
112,1.2199800808996472e-11,-1.0,-1.0,92.0,0.0,0.0,72507000356864.0,0.0,0.0,72507000356864.0,0.0,0.0,5.04083081589315e+20,0.0,0.0,0.0,0.0,0.0
113,1.2201008956048635e-11,-1.0,-1.0,93.0,0.0,0.0,72507000356864.0,0.0,0.0,72507000356864.0,0.0,0.0,5.04083081589315e+20,0.0,0.0,0.0,0.0,0.0
114,2.8799626507894206e-11,-1.0,-1.0,94.0,0.0,0.0,29653649588224.0,0.0,0.0,29653649588224.0,0.0,0.0,1.318406819113604e+20,0.0,0.0,0.0,0.0,0.0
115,2.8824686703419695e-11,-1.0,-1.0,93.0,0.0,0.0,29653649588224.0,0.0,0.0,29653649588224.0,0.0,0.0,1.318406819113604e+20,0.0,0.0,0.0,0.0,0.0
116,2.8839866446961478e-11,-1.0,-1.0,94.0,0.0,0.0,29653649588224.0,0.0,0.0,29653649588224.0,0.0,0.0,1.318406819113604e+20,0.0,0.0,0.0,0.0,0.0
117,2.8783132682530836e-11,-1.0,-1.0,94.0,0.0,0.0,29653649588224.0,0.0,0.0,29653649588224.0,0.0,0.0,1.318406819113604e+20,0.0,0.0,0.0,0.0,0.0
118,2.8811186009325842e-11,-1.0,-1.0,93.0,0.0,0.0,29653649588224.0,0.0,0.0,29653649588224.0,0.0,0.0,1.318406819113604e+20,0.0,0.0,0.0,0.0,0.0
119,2.8831650067718173e-11,-1.0,-1.0,94.0,0.0,0.0,29653649588224.0,0.0,0.0,29653649588224.0,0.0,0.0,1.318406819113604e+20,0.0,0.0,0.0,0.0,0.0
120,3.1682213789342366e-12,-1.0,-1.0,97.0,0.0,0.0,295756011405312.0,0.0,0.0,295756011405312.0,0.0,0.0,4.152719380644476e+21,0.0,0.0,0.0,0.0,0.0
121,3.1708875252969673e-12,-1.0,-1.0,96.0,0.0,0.0,295756011405312.0,0.0,0.0,295756011405312.0,0.0,0.0,4.152719380644476e+21,0.0,0.0,0.0,0.0,0.0
122,3.1716960835662223e-12,-1.0,-1.0,97.0,0.0,0.0,295756011405312.0,0.0,0.0,295756011405312.0,0.0,0.0,4.152719380644476e+21,0.0,0.0,0.0,0.0,0.0
123,5.530655800415778e-12,-1.0,-1.0,95.0,0.0,0.0,162348505497600.0,0.0,0.0,162348505497600.0,0.0,0.0,1.688902802434214e+21,0.0,0.0,0.0,0.0,0.0
124,5.536959597364042e-12,-1.0,-1.0,94.0,0.0,0.0,162348505497600.0,0.0,0.0,162348505497600.0,0.0,0.0,1.688902802434214e+21,0.0,0.0,0.0,0.0,0.0
125,5.534742328350483e-12,-1.0,-1.0,95.0,0.0,0.0,162348505497600.0,0.0,0.0,162348505497600.0,0.0,0.0,1.688902802434214e+21,0.0,0.0,0.0,0.0,0.0
126,5.517550131670941e-12,-1.0,-1.0,92.0,0.0,0.0,162348505497600.0,0.0,0.0,162348505497600.0,0.0,0.0,1.688902802434214e+21,0.0,0.0,0.0,0.0,0.0
127,5.525760435730205e-12,-1.0,-1.0,91.0,0.0,0.0,162348505497600.0,0.0,0.0,162348505497600.0,0.0,0.0,1.688902802434214e+21,0.0,0.0,0.0,0.0,0.0
128,5.524841199349188e-12,-1.0,-1.0,92.0,0.0,0.0,162348505497600.0,0.0,0.0,162348505497600.0,0.0,0.0,1.688902802434214e+21,0.0,0.0,0.0,0.0,0.0
129,1.3043466690327274e-11,-1.0,-1.0,93.0,0.0,0.0,66426001948672.0,0.0,0.0,66426001948672.0,0.0,0.0,4.420174192206922e+20,0.0,0.0,0.0,0.0,0.0
130,1.3056229270606674e-11,-1.0,-1.0,92.0,0.0,0.0,66426001948672.0,0.0,0.0,66426001948672.0,0.0,0.0,4.420174192206922e+20,0.0,0.0,0.0,0.0,0.0
131,1.3061988952192567e-11,-1.0,-1.0,93.0,0.0,0.0,66426001948672.0,0.0,0.0,66426001948672.0,0.0,0.0,4.420174192206922e+20,0.0,0.0,0.0,0.0,0.0
132,1.3040577442909351e-11,-1.0,-1.0,93.0,0.0,0.0,66426001948672.0,0.0,0.0,66426001948672.0,0.0,0.0,4.420174192206922e+20,0.0,0.0,0.0,0.0,0.0
133,1.3051331060107398e-11,-1.0,-1.0,92.0,0.0,0.0,66426001948672.0,0.0,0.0,66426001948672.0,0.0,0.0,4.420174192206922e+20,0.0,0.0,0.0,0.0,0.0
134,1.3055984103305662e-11,-1.0,-1.0,93.0,0.0,0.0,66426001948672.0,0.0,0.0,66426001948672.0,0.0,0.0,4.420174192206922e+20,0.0,0.0,0.0,0.0,0.0
135,3.860170751028221e-12,-1.0,-1.0,99.0,0.0,0.0,268642503622656.0,0.0,0.0,268642503622656.0,0.0,0.0,3.594961991502167e+21,0.0,0.0,0.0,0.0,0.0
136,3.864183368049558e-12,-1.0,-1.0,98.0,0.0,0.0,268642503622656.0,0.0,0.0,268642503622656.0,0.0,0.0,3.594961991502167e+21,0.0,0.0,0.0,0.0,0.0
137,3.866645737196144e-12,-1.0,-1.0,99.0,0.0,0.0,268642503622656.0,0.0,0.0,268642503622656.0,0.0,0.0,3.594961991502167e+21,0.0,0.0,0.0,0.0,0.0
138,6.756168367497262e-12,-1.0,-1.0,95.0,0.0,0.0,147483002929152.0,0.0,0.0,147483002929152.0,0.0,0.0,1.4623292648124312e+21,0.0,0.0,0.0,0.0,0.0
139,6.761649545644125e-12,-1.0,-1.0,95.0,0.0,0.0,147483002929152.0,0.0,0.0,147483002929152.0,0.0,0.0,1.4623292648124312e+21,0.0,0.0,0.0,0.0,0.0
